Form,Field Name,Type,Parent,Persona,Domain,Value Type,Value,Has Tooltip
i693.pdf,Pt11Line4a_PageNumber[0],/Tx,#subform[13],applicant,office,,,No
i693.pdf,Pt11Line4b_PartNumber[0],/Tx,#subform[13],applicant,office,,,No
i693.pdf,Pt11Line4c_ItemNumber[0],/Tx,#subform[13],applicant,office,,,No
i693.pdf,Pt11Line4d_AdditionalInfo[0],/Tx,#subform[13],applicant,office,,,No
i693.pdf,Pt1Line1a_FamilyName[12],/Tx,#subform[13],applicant,personal,,,No
i693.pdf,Pt1Line1b_GivenName[12],/Tx,#subform[13],applicant,personal,,,No
i693.pdf,Pt1Line1c_MiddleName[12],/Tx,#subform[13],applicant,personal,,,No
i485.pdf,PDF417BarCode1[0],/Tx,Page1[19],applicant,office,,,No
i485.pdf,Pt1Line1a_FamilyName[0],/Tx,#subform[0],applicant,personal,,,No
i485.pdf,Pt1Line1b_GivenName[0],/Tx,#subform[0],applicant,personal,,,No
i485.pdf,Pt1Line1c_MiddleName[0],/Tx,#subform[0],applicant,personal,,,No
i485.pdf,AttorneyStateBarNumber[0],/Tx,#subform[0],attorney,office,,,No
i485.pdf,CheckBox1[0],/Btn,#subform[0],applicant,office,selection,this box if Form G-28 is attached,No
i485.pdf,VolagNumber[0],/Tx,#subform[0],applicant,office,,,No
i485.pdf,USCISOnlineAcctNumber[0],/Tx,#subform[0],family_member,office,,,No
i485.pdf,Pt1Line10_AlienNumber[0],/Tx,#subform[0],applicant,immigration,,,No
i485.pdf,Pt1Line2a_FamilyName[0],/Tx,#subform[0],applicant,personal,,,No
i485.pdf,Pt1Line2b_GivenName[0],/Tx,#subform[0],applicant,personal,,,No
i485.pdf,Pt1Line2c_MiddleName[0],/Tx,#subform[0],applicant,personal,,,No
i485.pdf,Pt1Line3a_FamilyName[0],/Tx,#subform[0],applicant,personal,,,No
i485.pdf,Pt1Line3b_GivenName[0],/Tx,#subform[0],applicant,personal,,,No
i485.pdf,Pt1Line3c_MiddleName[0],/Tx,#subform[0],applicant,personal,,,No
i485.pdf,Pt1Line5_DateofBirth[0],/Tx,#subform[0],applicant,personal,,,No
i485.pdf,Pt1Line6_Gender[0],/Btn,#subform[0],applicant,personal,selection,Gender,No
i485.pdf,Pt1Line6_Gender[1],/Btn,#subform[0],applicant,personal,selection,Gender,No
i485.pdf,Pt1Line4a_FamilyName[0],/Tx,#subform[0],applicant,personal,,,No
i485.pdf,Pt1Line4b_GivenName[0],/Tx,#subform[0],applicant,personal,,,No
i485.pdf,Pt1Line4c_MiddleName[0],/Tx,#subform[0],applicant,personal,,,No
i485.pdf,Pt1Line6_CityOrTown[0],/Tx,#subform[0],applicant,criminal,,,No
i485.pdf,Pt1Line10_AlienNumber[1],/Tx,#subform[1],applicant,immigration,,,No
i485.pdf,Pt1Line8_CountryofBirth[0],/Tx,#subform[1],applicant,personal,,,No
i485.pdf,Pt1Line9_CountryofCitizenship[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line12_StreetNumberName[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line12_Unit[0],/Btn,#subform[1],applicant,criminal,selection,Unit,No
i485.pdf,Pt1Line12_Unit[1],/Btn,#subform[1],applicant,criminal,selection,Unit,No
i485.pdf,Pt1Line12_AptSteFlrNumber[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line12_Unit[2],/Btn,#subform[1],applicant,criminal,selection,Unit,No
i485.pdf,Pt1Line12_CityOrTown[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line12_ZipCode[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line12_State[0],/Ch,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line12_InCareofName[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line11_USCISELISAcctNumber[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line13_StreetNumberName[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line13_Unit[0],/Btn,#subform[1],applicant,criminal,selection,Unit,No
i485.pdf,Pt1Line13_Unit[1],/Btn,#subform[1],applicant,criminal,selection,Unit,No
i485.pdf,Pt1Line13_AptSteFlrNumber[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line13_Unit[2],/Btn,#subform[1],applicant,criminal,selection,Unit,No
i485.pdf,Pt1Line13_CityOrTown[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line13_ZipCode[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line13_State[0],/Ch,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line13_InCareofName[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line10_AlienNumber[2],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line14_YN[0],/Btn,#subform[1],applicant,criminal,selection,YN,No
i485.pdf,Pt1Line14_YN[1],/Btn,#subform[1],applicant,criminal,selection,YN,No
i485.pdf,Pt1Line15_SSN[0],/Tx,#subform[1],applicant,personal,,,No
i485.pdf,Pt1Line16_YN[0],/Btn,#subform[1],applicant,criminal,selection,YN,No
i485.pdf,Pt1Line16_YN[1],/Btn,#subform[1],applicant,criminal,selection,YN,No
i485.pdf,Pt1Line17_YN[0],/Btn,#subform[1],applicant,personal,selection,YN,No
i485.pdf,Pt1Line17_YN[1],/Btn,#subform[1],applicant,personal,selection,YN,No
i485.pdf,Pt1Line18_PassportNum[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt2Line19_TravelDoc[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line20_ExpDate[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line21_Passport[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line22_VisaNum[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line23a_CityTown[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line23b_State[0],/Ch,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line24_Date[0],/Tx,#subform[1],applicant,criminal,,,No
i485.pdf,Pt1Line10_AlienNumber[3],/Tx,#subform[2],applicant,immigration,,,No
i485.pdf,Pt1Line25b_ParoleEntrance[0],/Tx,#subform[2],applicant,criminal,,,No
i485.pdf,Pt1Line25a_CB[0],/Btn,#subform[2],applicant,medical,selection,CB,No
i485.pdf,Pt1Line25b_CB[0],/Btn,#subform[2],applicant,medical,selection,CB,No
i485.pdf,Pt1Line25c_CB[0],/Btn,#subform[2],applicant,criminal,selection,CB,No
i485.pdf,Pt1Line25d_CB[0],/Btn,#subform[2],applicant,criminal,selection,CB,No
i485.pdf,Pt1Line26b_Date[0],/Tx,#subform[2],applicant,criminal,,,No
i485.pdf,Pt1Line26c_Status[0],/Tx,#subform[2],applicant,medical,,,No
i485.pdf,P2Line26a_I94[0],/Tx,#subform[2],applicant,criminal,,,No
i485.pdf,Pt1Line25a_AdmissionEntry[0],/Tx,#subform[2],applicant,criminal,,,No
i485.pdf,Pt2Line25d_other[0],/Tx,#subform[2],applicant,criminal,,,No
i485.pdf,Pt1Line28a_FamilyName[0],/Tx,#subform[2],applicant,personal,,,No
i485.pdf,Pt1Line28b_GivenName[0],/Tx,#subform[2],applicant,personal,,,No
i485.pdf,Pt1Line28c_MiddleName[0],/Tx,#subform[2],applicant,personal,,,No
i485.pdf,Pt2Line1_CB[0],/Btn,#subform[2],applicant,personal,selection,CB,No
i485.pdf,Pt2Line1_CB[1],/Btn,#subform[2],applicant,personal,selection,CB,No
i485.pdf,Pt2Line1_CB[2],/Btn,#subform[2],applicant,personal,selection,CB,No
i485.pdf,Pt2Line1_CB[3],/Btn,#subform[2],applicant,personal,selection,CB,No
i485.pdf,Pt2Line1_CB[4],/Btn,#subform[2],applicant,personal,selection,CB,No
i485.pdf,Pt2Line1_CB[5],/Btn,#subform[2],applicant,criminal,selection,CB,No
i485.pdf,Pt2Line1_CB[6],/Btn,#subform[2],applicant,criminal,selection,CB,No
i485.pdf,Pt2Line1_CB[7],/Btn,#subform[2],applicant,criminal,selection,CB,No
i485.pdf,Pt2Line1_CB[8],/Btn,#subform[2],applicant,criminal,selection,CB,No
i485.pdf,Pt2Line1_CB[9],/Btn,#subform[2],applicant,criminal,selection,CB,No
i485.pdf,Pt2Line1_CB[10],/Btn,#subform[2],applicant,personal,selection,CB,No
i485.pdf,Pt2Line1_CB[11],/Btn,#subform[2],applicant,criminal,selection,CB,No
i485.pdf,Pt1Line27_Status[0],/Tx,#subform[2],applicant,criminal,,,No
i485.pdf,Pt2Line1_CB[12],/Btn,#subform[2],applicant,criminal,selection,CB,No
i485.pdf,Pt2Line1_CB[13],/Btn,#subform[2],applicant,criminal,selection,CB,No
i485.pdf,Pt2Line1_CB[14],/Btn,#subform[2],applicant,personal,selection,CB,No
i485.pdf,Pt2Line1_CB[15],/Btn,#subform[2],applicant,personal,selection,CB,No
i485.pdf,Pt1Line10_AlienNumber[4],/Tx,#subform[3],applicant,immigration,,,No
i485.pdf,Pt2Line1_CB[16],/Btn,#subform[3],applicant,criminal,selection,CB,No
i485.pdf,Pt2Line1_CB[17],/Btn,#subform[3],applicant,criminal,selection,CB,No
i485.pdf,Pt2Line1_CB[18],/Btn,#subform[3],applicant,criminal,selection,CB,No
i485.pdf,Pt2Line1_CB[19],/Btn,#subform[3],applicant,criminal,selection,CB,No
i485.pdf,Pt2Line1_CB[20],/Btn,#subform[3],applicant,criminal,selection,CB,No
i485.pdf,Pt2Line1_CB[21],/Btn,#subform[3],applicant,criminal,selection,CB,No
i485.pdf,Pt2Line1_CB[22],/Btn,#subform[3],applicant,criminal,selection,CB,No
i485.pdf,Pt2Line1_CB[23],/Btn,#subform[3],applicant,criminal,selection,CB,No
i485.pdf,Pt2Line1_CB[24],/Btn,#subform[3],applicant,criminal,selection,CB,No
i485.pdf,Pt2Line1_CB[25],/Btn,#subform[3],applicant,criminal,selection,CB,No
i485.pdf,Pt2Line1_CB[26],/Btn,#subform[3],applicant,criminal,selection,CB,No
i485.pdf,Pt2Line1g_OtherEligibility[0],/Tx,#subform[3],applicant,criminal,,,No
i485.pdf,Pt2Line2_CB[0],/Btn,#subform[3],applicant,personal,selection,CB,No
i485.pdf,Pt2Line2_CB[1],/Btn,#subform[3],applicant,immigration,selection,CB,No
i485.pdf,Pt2Line3_Receipt[0],/Tx,#subform[3],applicant,office,,,No
i485.pdf,Pt2Line4_Date[0],/Tx,#subform[3],applicant,office,,,No
i485.pdf,Pt2Line5a_FamilyName[0],/Tx,#subform[3],applicant,personal,,,No
i485.pdf,Pt2Line5b_GivenName[0],/Tx,#subform[3],applicant,personal,,,No
i485.pdf,Pt2Line5c_MiddleName[0],/Tx,#subform[3],applicant,personal,,,No
i485.pdf,Pt1Line8_AlienNumber[0],/Tx,#subform[3],applicant,immigration,,,No
i485.pdf,Pt2Line7_Date[0],/Tx,#subform[3],applicant,office,,,No
i485.pdf,Pt2Line9_Date[0],/Tx,#subform[3],applicant,office,,,No
i485.pdf,Pt2Line8_ReceiptNumber[0],/Tx,#subform[3],applicant,immigration,,,No
i485.pdf,Pt3Line1_YN[0],/Btn,#subform[3],applicant,immigration,selection,YN,No
i485.pdf,Pt3Line1_YN[1],/Btn,#subform[3],applicant,immigration,selection,YN,No
i485.pdf,Pt3Line2a_City[0],/Tx,#subform[3],applicant,office,,,No
i485.pdf,Pt3Line2b_Country[0],/Tx,#subform[3],applicant,immigration,,,No
i485.pdf,Pt3Line4_Date[0],/Tx,#subform[3],applicant,office,,,No
i485.pdf,Pt3Line3_Decision[0],/Tx,#subform[3],applicant,medical,,,No
i485.pdf,Pt1Line10_AlienNumber[5],/Tx,#subform[4],applicant,immigration,,,No
i485.pdf,Pt3Line5_StreetNumberName[0],/Tx,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line5_Unit[0],/Btn,#subform[4],applicant,medical,selection,Unit,No
i485.pdf,Pt3Line5_Unit[1],/Btn,#subform[4],applicant,medical,selection,Unit,No
i485.pdf,Pt3Line5_AptSteFlrNumber[0],/Tx,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line5_Unit[2],/Btn,#subform[4],applicant,medical,selection,Unit,No
i485.pdf,Pt3Line5_CityOrTown[0],/Tx,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line5_Province[0],/Tx,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line5_PostalCode[0],/Tx,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line5_ZipCode[0],/Tx,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line5_State[0],/Ch,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line5_Country[0],/Tx,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line6a_Date[0],/Tx,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line6b_Date[0],/Tx,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line7_StreetNumberName[0],/Tx,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line7_Unit[0],/Btn,#subform[4],applicant,medical,selection,Unit,No
i485.pdf,Pt3Line7_Unit[1],/Btn,#subform[4],applicant,medical,selection,Unit,No
i485.pdf,Pt3Line7_AptSteFlrNumber[0],/Tx,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line7_Unit[2],/Btn,#subform[4],applicant,medical,selection,Unit,No
i485.pdf,Pt3Line7_CityOrTown[0],/Tx,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line7_Province[0],/Tx,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line7_PostalCode[0],/Tx,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line7_ZipCode[0],/Tx,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line7_State[0],/Ch,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line7_Country[0],/Tx,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line8a_DateFrom[0],/Tx,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line8b_DateTo[0],/Tx,#subform[4],applicant,medical,,,No
i485.pdf,Pt3Line9_StreetNumberName[0],/Tx,#subform[4],applicant,office,,,No
i485.pdf,Pt3Line9_Unit[0],/Btn,#subform[4],applicant,office,selection,Unit,No
i485.pdf,Pt3Line9_Unit[1],/Btn,#subform[4],applicant,office,selection,Unit,No
i485.pdf,Pt3Line9_AptSteFlrNumber[0],/Tx,#subform[4],applicant,office,,,No
i485.pdf,Pt3Line9_Unit[2],/Btn,#subform[4],applicant,office,selection,Unit,No
i485.pdf,Pt3Line9_CityOrTown[0],/Tx,#subform[4],applicant,office,,,No
i485.pdf,Pt3Line9_Province[0],/Tx,#subform[4],applicant,office,,,No
i485.pdf,Pt3Line9_PostalCode[0],/Tx,#subform[4],applicant,office,,,No
i485.pdf,Pt3Line9_ZipCode[0],/Tx,#subform[4],applicant,office,,,No
i485.pdf,Pt3Line9_State[0],/Ch,#subform[4],applicant,office,,,No
i485.pdf,Pt3Line9_Country[0],/Tx,#subform[4],applicant,immigration,,,No
i485.pdf,Pt3Line10a_DateFrom[0],/Tx,#subform[4],applicant,office,,,No
i485.pdf,Pt3Line10a_DateTo[0],/Tx,#subform[4],applicant,office,,,No
i485.pdf,Pt3Line11_EmployerName[0],/Tx,#subform[4],applicant,office,,,No
i485.pdf,Pt3Line12_StreetNumberName[0],/Tx,#subform[4],applicant,office,,,No
i485.pdf,Pt3Line12_Unit[0],/Btn,#subform[4],applicant,office,selection,Unit,No
i485.pdf,Pt3Line12_Unit[1],/Btn,#subform[4],applicant,office,selection,Unit,No
i485.pdf,Pt3Line12_AptSteFlrNumber[0],/Tx,#subform[4],applicant,office,,,No
i485.pdf,Pt3Line12_Unit[2],/Btn,#subform[4],applicant,office,selection,Unit,No
i485.pdf,Pt3Line12_CityOrTown[0],/Tx,#subform[4],applicant,office,,,No
i485.pdf,Pt3Line12_Province[0],/Tx,#subform[4],applicant,office,,,No
i485.pdf,Pt3Line12_PostalCode[0],/Tx,#subform[4],applicant,office,,,No
i485.pdf,Pt3Line12_ZipCode[0],/Tx,#subform[4],applicant,office,,,No
i485.pdf,Pt3Line12_State[0],/Ch,#subform[4],applicant,office,,,No
i485.pdf,Pt3Line12_Country[0],/Tx,#subform[4],applicant,immigration,,,No
i485.pdf,Pt3Line13_EmployerName[0],/Tx,#subform[4],applicant,office,,,No
i485.pdf,Pt1Line10_AlienNumber[6],/Tx,#subform[5],applicant,immigration,,,No
i485.pdf,Pt3Line14a_DateFrom[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line14b_DateTo[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line4a_EmployerName[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line16_StreetNumberName[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line16_Unit[0],/Btn,#subform[5],applicant,office,selection,Unit,No
i485.pdf,Pt3Line16_Unit[1],/Btn,#subform[5],applicant,office,selection,Unit,No
i485.pdf,Pt3Line16_AptSteFlrNumber[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line16_Unit[2],/Btn,#subform[5],applicant,office,selection,Unit,No
i485.pdf,Pt3Line16_CityOrTown[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line16_Province[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line16_PostalCode[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line16_ZipCode[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line16_State[0],/Ch,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line16_Country[0],/Tx,#subform[5],applicant,immigration,,,No
i485.pdf,Pt3Line17_EmployerName[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line18a_DateFrom[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line18a_DateTo[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line19_EmployerName[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line20_StreetNumberName[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line20_Unit[0],/Btn,#subform[5],applicant,office,selection,Unit,No
i485.pdf,Pt3Line20_Unit[1],/Btn,#subform[5],applicant,office,selection,Unit,No
i485.pdf,Pt3Line20_AptSteFlrNumber[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line20_Unit[2],/Btn,#subform[5],applicant,office,selection,Unit,No
i485.pdf,Pt3Line20_CityOrTown[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line20_Province[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line20_PostalCode[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line20_ZipCode[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line20_State[0],/Ch,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line20_Country[0],/Tx,#subform[5],applicant,immigration,,,No
i485.pdf,Pt3Line20_EmployerName[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line22a_DateFrom[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt3Line22a_DateTo[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt4Line1a_FamilyName[0],/Tx,#subform[5],applicant,personal,,,No
i485.pdf,Pt4Line1b_GivenName[0],/Tx,#subform[5],applicant,personal,,,No
i485.pdf,Pt4Line1c_MiddleName[0],/Tx,#subform[5],applicant,personal,,,No
i485.pdf,Pt4Line2a_FamilyName[0],/Tx,#subform[5],applicant,personal,,,No
i485.pdf,Pt4Line2b_GivenName[0],/Tx,#subform[5],applicant,personal,,,No
i485.pdf,Pt4Line2c_MiddleName[0],/Tx,#subform[5],applicant,personal,,,No
i485.pdf,Pt4Line3_DateofBirth[0],/Tx,#subform[5],applicant,personal,,,No
i485.pdf,Pt4Line4_Gender[0],/Btn,#subform[5],applicant,personal,selection,Gender,No
i485.pdf,Pt4Line4_Gender[1],/Btn,#subform[5],applicant,personal,selection,Gender,No
i485.pdf,Pt4Line5_CityTown[0],/Tx,#subform[5],applicant,office,,,No
i485.pdf,Pt4Line6_Country[0],/Tx,#subform[5],applicant,immigration,,,No
i485.pdf,Pt1Line10_AlienNumber[7],/Tx,#subform[6],applicant,immigration,,,No
i485.pdf,Pt4Line8_Country[0],/Tx,#subform[6],applicant,immigration,,,No
i485.pdf,Pt4Line7_CityTown[0],/Tx,#subform[6],applicant,office,,,No
i485.pdf,Pt4Line9a_FamilyName[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt4Line9b_GivenName[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt4Line9c_MiddleName[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt4Line11_DateofBirth[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt4Line13_CityTown[0],/Tx,#subform[6],applicant,office,,,No
i485.pdf,Pt4Line10a_FamilyName[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt4Line10b_GivenName[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt4Line10c_MiddleName[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt4Line16_Country[0],/Tx,#subform[6],applicant,immigration,,,No
i485.pdf,Pt4Line15_CityTown[0],/Tx,#subform[6],applicant,office,,,No
i485.pdf,Pt4Line14_Country[0],/Tx,#subform[6],applicant,immigration,,,No
i485.pdf,Pt4Line12_Gender[0],/Btn,#subform[6],applicant,personal,selection,Gender,No
i485.pdf,Pt4Line12_Gender[1],/Btn,#subform[6],applicant,personal,selection,Gender,No
i485.pdf,Pt5Line1_MaritalStatus[0],/Btn,#subform[6],applicant,personal,selection,MaritalStatus,No
i485.pdf,Pt5Line1_MaritalStatus[1],/Btn,#subform[6],applicant,personal,selection,MaritalStatus,No
i485.pdf,Pt5Line1_MaritalStatus[2],/Btn,#subform[6],applicant,personal,selection,MaritalStatus,No
i485.pdf,Pt5Line1_MaritalStatus[3],/Btn,#subform[6],applicant,personal,selection,MaritalStatus,No
i485.pdf,Pt5Line1_MaritalStatus[4],/Btn,#subform[6],applicant,personal,selection,MaritalStatus,No
i485.pdf,Pt5Line1_MaritalStatus[5],/Btn,#subform[6],applicant,personal,selection,MaritalStatus,No
i485.pdf,Pt5Line2_YNNA[0],/Btn,#subform[6],applicant,office,selection,YNNA,No
i485.pdf,Pt5Line2_YNNA[1],/Btn,#subform[6],applicant,office,selection,YNNA,No
i485.pdf,Pt5Line2_YNNA[2],/Btn,#subform[6],applicant,office,selection,YNNA,No
i485.pdf,Pt5Line3_TimesMarried[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt5Line4a_FamilyName[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt5Line4b_GivenName[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt5Line4c_MiddleName[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt5Line6_DateofBirth[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt5Line7_Date[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt5Line8c_Country[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt5Line8b_State[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt5Line8a_CityTown[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt5Line5_AlienNumber[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt5Line9c_Country[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt5Line9b_State[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt5Line9a_CityTown[0],/Tx,#subform[6],applicant,personal,,,No
i485.pdf,Pt5Line10_YN[0],/Btn,#subform[6],applicant,personal,selection,YN,No
i485.pdf,Pt5Line10_YN[1],/Btn,#subform[6],applicant,personal,selection,YN,No
i485.pdf,Pt1Line10_AlienNumber[8],/Tx,#subform[7],applicant,immigration,,,No
i485.pdf,Pt511a_FamilyName[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt5Line11b_GivenName[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt5Line11c_MiddleName[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt5Line12_DateofBirth[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt5Line13_Date[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt5Line14c_Country[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt5Line14b_State[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt5Line14a_CityTown[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt5Line15_Date[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt5Line16a_CityTown[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt5Line16b_State[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt5Line16c_Country[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt6Line1_TotalChildren[0],/Tx,#subform[7],family_member,personal,,,No
i485.pdf,Pt6Line2a_FamilyName[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt6Line2b_GivenName[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt6Line2c_MiddleName[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt6Line4_DateofBirth[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt6Line6_Country[0],/Tx,#subform[7],applicant,immigration,,,No
i485.pdf,Pt6Line6_YesNo[0],/Btn,#subform[7],applicant,office,selection,YesNo,No
i485.pdf,Pt6Line6_YesNo[1],/Btn,#subform[7],applicant,office,selection,YesNo,No
i485.pdf,Pt6Line3_AlienNumber[0],/Tx,#subform[7],applicant,immigration,,,No
i485.pdf,Pt6Line7a_FamilyName[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt6Line7b_GivenName[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt6Line7c_MiddleName[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt6Line9_DateofBirth[0],/Tx,#subform[7],applicant,personal,,,No
i485.pdf,Pt6Line10_Country[0],/Tx,#subform[7],applicant,immigration,,,No
i485.pdf,Pt6Line11_YesNo[0],/Btn,#subform[7],applicant,office,selection,YesNo,No
i485.pdf,Pt6Line11_YesNo[1],/Btn,#subform[7],applicant,office,selection,YesNo,No
i485.pdf,Pt6Line8_AlienNumber[0],/Tx,#subform[7],applicant,immigration,,,No
i485.pdf,Pt1Line10_AlienNumber[9],/Tx,#subform[8],applicant,immigration,,,No
i485.pdf,Pt6Line12a_FamilyName[0],/Tx,#subform[8],applicant,personal,,,No
i485.pdf,Pt6Line12b_GivenName[0],/Tx,#subform[8],applicant,personal,,,No
i485.pdf,Pt6Line12c_MiddleName[0],/Tx,#subform[8],applicant,personal,,,No
i485.pdf,Pt6Line14_DateofBirth[0],/Tx,#subform[8],applicant,personal,,,No
i485.pdf,Pt6Line15_Country[0],/Tx,#subform[8],applicant,immigration,,,No
i485.pdf,Pt6Line16_YesNo[0],/Btn,#subform[8],applicant,office,selection,YesNo,No
i485.pdf,Pt6Line16_YesNo[1],/Btn,#subform[8],applicant,office,selection,YesNo,No
i485.pdf,Pt7Line1_Ethnicity[0],/Btn,#subform[8],applicant,personal,selection,Ethnicity,No
