Field_Name,Tooltip,Field_Type,Needs_Review,Confidence,Part,Part_Num,Line,Subline,Base_Field_Type,Position,Domains,Personas,Biographical_Subcategories
Pt1Line1a_FamilyName[8],Family Name (Last Name). This is a read only field. It is pre-filled from the first page.,FamilyName,False,1.8,Part 1,1,Line 1,a,FamilyName,8,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1a_FamilyName[9],Family Name (Last Name). This is a read only field. It is pre-filled from the first page.,FamilyName,False,1.8,Part 1,1,Line 1,a,FamilyName,9,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1b_GivenName[0],Given Name (First Name). This is a read only field. It is pre-filled from the first page.,GivenName,False,1.8,Part 1,1,Line 1,b,GivenName,0,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1b_GivenName[10],Given Name (First Name). This is a read only field. It is pre-filled from the first page.,GivenName,False,1.8,Part 1,1,Line 1,b,GivenName,10,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1b_GivenName[11],Given Name (First Name). This is a read only field. It is pre-filled from the first page.,GivenName,False,1.8,Part 1,1,Line 1,b,GivenName,11,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1b_GivenName[12],Part 11. Additional Information. 1. Given Name (First Name). This is a read only field. It is pre-filled from the first page.,GivenName,False,1.8,Part 1,1,Line 1,b,GivenName,12,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1b_GivenName[1],Given Name (First Name). This is a read only field. Is is pre-filled from the first page.,GivenName,False,1.8,Part 1,1,Line 1,b,GivenName,1,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1b_GivenName[2],Given Name (First Name). This is a read only field. Is is pre-filled from the first page.,GivenName,False,1.8,Part 1,1,Line 1,b,GivenName,2,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1b_GivenName[3],Given Name (First Name). This is a read only field. Is is pre-filled from the first page.,GivenName,False,1.8,Part 1,1,Line 1,b,GivenName,3,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1b_GivenName[4],Given Name (First Name). This is a read only field. It is pre-filled from the first page.,GivenName,False,1.8,Part 1,1,Line 1,b,GivenName,4,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1b_GivenName[5],Given Name (First Name). This is a read only field. It is pre-filled from the first page.,GivenName,False,1.8,Part 1,1,Line 1,b,GivenName,5,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1b_GivenName[6],Given Name (First Name). This is a read only field. It is pre-filled from the first page.,GivenName,False,1.8,Part 1,1,Line 1,b,GivenName,6,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1b_GivenName[7],Given Name (First Name). This is a read only field. It is pre-filled from the first page.,GivenName,False,1.8,Part 1,1,Line 1,b,GivenName,7,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1b_GivenName[8],Given Name (First Name). This is a read only field. It is pre-filled from the first page.,GivenName,False,1.8,Part 1,1,Line 1,b,GivenName,8,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1b_GivenName[9],Given Name (First Name). This is a read only field. It is pre-filled from the first page.,GivenName,False,1.8,Part 1,1,Line 1,b,GivenName,9,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1c_MiddleName[0],Middle Name. This is a read only field. It is pre-filled from the first page.,MiddleName,False,1.8,Part 1,1,Line 1,c,MiddleName,0,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1c_MiddleName[10],Middle Name. This is a read only field. It is pre-filled from the first page.,MiddleName,False,1.8,Part 1,1,Line 1,c,MiddleName,10,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1c_MiddleName[11],Middle Name. This is a read only field. It is pre-filled from the first page.,MiddleName,False,1.8,Part 1,1,Line 1,c,MiddleName,11,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1c_MiddleName[12],Part 11. Additional Information. 1. Middle Name if applicable. This is a read only field. It is pre-filled from the first page.,MiddleName,False,1.8,Part 1,1,Line 1,c,MiddleName,12,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1c_MiddleName[1],Middle Name. This is a read only field. It is pre-filled from the first page.,MiddleName,False,1.8,Part 1,1,Line 1,c,MiddleName,1,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1c_MiddleName[2],Middle Name. This is a read only field. It is pre-filled from the first page.,MiddleName,False,1.8,Part 1,1,Line 1,c,MiddleName,2,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1c_MiddleName[3],Middle Name. This is a read only field. It is pre-filled from the first page.,MiddleName,False,1.8,Part 1,1,Line 1,c,MiddleName,3,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1c_MiddleName[4],Middle Name. This is a read only field. It is pre-filled from the first page.,MiddleName,False,1.8,Part 1,1,Line 1,c,MiddleName,4,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1c_MiddleName[5],Middle Name. This is a read only field. It is pre-filled from the first page.,MiddleName,False,1.8,Part 1,1,Line 1,c,MiddleName,5,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1c_MiddleName[6],Middle Name. This is a read only field. It is pre-filled from the first page.,MiddleName,False,1.8,Part 1,1,Line 1,c,MiddleName,6,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1c_MiddleName[7],Middle Name. This is a read only field. It is pre-filled from the first page.,MiddleName,False,1.8,Part 1,1,Line 1,c,MiddleName,7,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1c_MiddleName[8],Middle Name. This is a read only field. It is pre-filled from the first page.,MiddleName,False,1.8,Part 1,1,Line 1,c,MiddleName,8,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line1c_MiddleName[9],Middle Name. This is a read only field. It is pre-filled from first page.,MiddleName,False,1.8,Part 1,1,Line 1,c,MiddleName,9,biographical(1.8),unknown(0.0),core_identity(1.8)
Pt1Line2_AptSteFlrNumber[0],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon). 2. Current Physical Address. Enter Apartment, Suite or Floor Number.",AptSteFlrNumber,False,1.8,Part 1,1,Line 2,,AptSteFlrNumber,0,biographical(1.8); medical(1.8),applicant(2.0),contact_info(1.6)
Pt1Line2_StreetNumberName[0],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon). 2. Current Physical Address. Enter Street Number and Name.",StreetNumberName,False,1.8,Part 1,1,Line 2,,StreetNumberName,0,biographical(1.8); medical(1.8),applicant(2.0),core_identity(1.8); contact_info(1.6)
Pt1Line2_StreetNumberName[1],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon). 2. Current Physical Address. Enter In Care of Name if any.",StreetNumberName,False,1.8,Part 1,1,Line 2,,StreetNumberName,1,biographical(1.8); medical(1.8),applicant(2.0),core_identity(1.8); contact_info(1.6)
Pt1Line2_Unit[0],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon). 2. Physical Address. Select Floor.",Unit,False,1.8,Part 1,1,Line 2,,Unit,0,biographical(1.8); medical(1.8),applicant(2.0),contact_info(1.6)
Pt1Line2_Unit[1],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon). 2. Current Physical Address. Select Suite.",Unit,False,1.8,Part 1,1,Line 2,,Unit,1,biographical(1.8); medical(1.8),applicant(2.0),contact_info(1.6)
Pt1Line2_Unit[2],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon). 2. Current Physical Address. Select Apartment.",Unit,False,1.8,Part 1,1,Line 2,,Unit,2,biographical(1.8); medical(1.8),applicant(2.0),contact_info(1.6)
Pt1Line3_CityTownVillageofBirth[0],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon). 3. Other Information. C. Enter City, Town or Village of Birth.",CityTownVillageofBirth,False,1.8,Part 1,1,Line 3,,CityTownVillageofBirth,0,biographical(1.8); medical(1.8),applicant(2.0),core_identity(1.8); contact_info(1.6)
Pt1Line3_CountryofBirth[0],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon). 3. Other Information. D. Enter Country of Birth.",CountryofBirth,False,1.8,Part 1,1,Line 3,,CountryofBirth,0,biographical(1.8); medical(1.8),applicant(2.0),core_identity(1.8)
Pt1Line3_DateOfBirth[0],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon). 3. Other Information. B. Enter Date of Birth. Enter as 2 digit month, 2 digit day and 4 digit year.",DateOfBirth,False,1.8,Part 1,1,Line 3,,DateOfBirth,0,biographical(1.8); medical(1.8),applicant(2.0),core_identity(1.8)
Pt1Line3_Gender[0],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon). 3. Other Information. A. Gender. Select Male.",Gender,False,1.8,Part 1,1,Line 3,,Gender,0,biographical(1.8); medical(1.8),applicant(2.0),core_identity(1.8)
Pt1Line3_Gender[1],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon). 3. Other Information. A. Gender. Select Female.",Gender,False,1.8,Part 1,1,Line 3,,Gender,1,biographical(1.8); medical(1.8),applicant(2.0),core_identity(1.8)
Pt1Line3e_AlienNumber[0],Alien Registration Number (A. Number). This is a read only field. It is pre-filled from the first page.,AlienNumber,False,1.8,Part 1,1,Line 3,e,AlienNumber,0,immigration(1.8),unknown(0.0),unknown(0.0)
Pt1Line3e_AlienNumber[10],Alien Registration Number (A. Number). This is a read only field. It is pre-filled from the first page.,AlienNumber,False,1.8,Part 1,1,Line 3,e,AlienNumber,10,immigration(1.8),unknown(0.0),unknown(0.0)
Pt1Line3e_AlienNumber[11],Alien Registration Number (A. Number). This is a read only field. It is pre-filled from the first page.,AlienNumber,False,1.8,Part 1,1,Line 3,e,AlienNumber,11,immigration(1.8),unknown(0.0),unknown(0.0)
Pt1Line3e_AlienNumber[12],"Part 11. Additional Information. 2. Alien Registration Number (A. Number), if any. This is a read only field. It is pre-filled from the first page.",AlienNumber,False,1.8,Part 1,1,Line 3,e,AlienNumber,12,immigration(1.8),unknown(0.0),unknown(0.0)
Pt1Line3e_AlienNumber[1],Alien Registration Number (A. Number). This is a read only field. It is pre-filled from the first page.,AlienNumber,False,1.8,Part 1,1,Line 3,e,AlienNumber,1,immigration(1.8),unknown(0.0),unknown(0.0)
Pt1Line3e_AlienNumber[2],Alien Registration Number (A. Number). This is a read only field. It is pre-filled from the first page.,AlienNumber,False,1.8,Part 1,1,Line 3,e,AlienNumber,2,immigration(1.8),unknown(0.0),unknown(0.0)
Pt1Line3e_AlienNumber[3],Alien Registration Number (A. Number). This is a read only field. It is pre-filled from the first page.,AlienNumber,False,1.8,Part 1,1,Line 3,e,AlienNumber,3,immigration(1.8),unknown(0.0),unknown(0.0)
Pt1Line3e_AlienNumber[4],Alien Registration Number (A. Number). This is a read only field. It is pre-filled from the first page.,AlienNumber,False,1.8,Part 1,1,Line 3,e,AlienNumber,4,immigration(1.8),unknown(0.0),unknown(0.0)
Pt1Line3e_AlienNumber[5],Alien Registration Number (A. Number). This is a read only field. It is pre-filled from the first page.,AlienNumber,False,1.8,Part 1,1,Line 3,e,AlienNumber,5,immigration(1.8),unknown(0.0),unknown(0.0)
Pt1Line3e_AlienNumber[6],Alien Registration Number (A. Number). This is a read only field. It is pre-filled from the first page.,AlienNumber,False,1.8,Part 1,1,Line 3,e,AlienNumber,6,immigration(1.8),unknown(0.0),unknown(0.0)
Pt1Line3e_AlienNumber[7],Alien Registration Number (A. Number). This is a read only field. It is pre-filled from the first page.,AlienNumber,False,1.8,Part 1,1,Line 3,e,AlienNumber,7,immigration(1.8),unknown(0.0),unknown(0.0)
Pt1Line3e_AlienNumber[8],Alien Registration Number (A. Number). This is a read only field. It is pre-filled from the first page.,AlienNumber,False,1.8,Part 1,1,Line 3,e,AlienNumber,8,immigration(1.8),unknown(0.0),unknown(0.0)
Pt1Line3e_AlienNumber[9],Alien Registration Number (A. Number). This is a read only field. It is pre-flled from the first page.,AlienNumber,False,1.8,Part 1,1,Line 3,e,AlienNumber,9,immigration(1.8),unknown(0.0),unknown(0.0)
Pt1Line3f_USCISOnlineAcctNumber[0],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon). 3. Other Information. F. Enter U S C I S Online Account Number, if any.",USCISOnlineAcctNumber,False,1.8,Part 1,1,Line 3,f,USCISOnlineAcctNumber,0,medical(1.8),applicant(2.0),unknown(0.0)
Pt1_Line4_ImmMedExamReq[0],"Part 1. Information About You (To be completed by the person requesting a medical examination, NOT the civil surgeon.) 4. Immigration Medical Examination Requirement. A. Select I am eligible for completion of the vaccination record portion only, because I previously completed an overseas immigration medical examination, signed by a panel physician (refugee or derivative asylee adjustment of status applicants under Immigration and Nationality Act (INA) section 209 and K nonimmigrant visa holders applying for adjustment of status). Note: If you selected this box for Item A. in Item Number 4., you, the applicant and the civil surgeon are responsible for completing Parts 1. - 5., Part 7., and Part 10.",ImmMedExamReq,False,1.8,Part 1,1,Line 4,,ImmMedExamReq,0,biographical(1.8); medical(1.8); immigration(1.8),applicant(2.0),core_identity(1.8)
Pt2Line3_DaytimePhone[0],"Part 2. Applicant's Statement, Contact Information, Certification, and Signature. Applicant's Contact Information. Provide your daytime telephone number, mobile telephone number (if any), and email address (if any). 1. Enter Applicant's Daytime Telephone Number.",DaytimePhone,False,2.0,Part 2,2,Line 3,,DaytimePhone,0,biographical(1.8); office(2.0),applicant(2.0),contact_info(1.6)
Pt2Line4_Mobilephone[0],"Part 2. Applicant's Statement, Contact Information, Certification, and Signature. Applicant's Contact Information. Provide your daytime telephone number, mobile telephone number (if any), and email address (if any). 2. Enter Applicant's Mobile Telephone Number, if any.",Mobilephone,False,2.0,Part 2,2,Line 4,,Mobilephone,0,biographical(1.8); office(2.0),applicant(2.0),contact_info(1.6)
Pt2Line5_EmailAddress[0],"Part 2. Applicant's Statement, Contact Information, Certification, and Signature. Applicant's Contact Information. Provide your daytime telephone number, mobile telephone number (if any), and email address (if any). 3. Enter Applicant's Email Address, if any.",EmailAddress,False,2.0,Part 2,2,Line 5,,EmailAddress,0,biographical(1.8); office(2.0),applicant(2.0),contact_info(1.6)
Pt2Line6_ApplicantSignature[0],"Part 2. Applicant's Statement, Contact Information, Certification, and Signature. Applicant's Signature. NOTE: Do not sign or date Form I-6 93 until instructed to do so by the civil surgeon at the beginning of the immigration medical examination provided Parts 1 through 5 are completed. You must sign and date your form. Every form MUST contain the signature of the applicant (or parent or legal guardian, if applicable). A stamped or typewritten name in place of a signature is not acceptable. 4. Applicant's Signature. This is a read only field.",ApplicantSignature,False,2.0,Part 2,2,Line 6,,ApplicantSignature,0,biographical(1.8); medical(1.8); immigration(1.8); office(2.0),applicant(2.0); family(1.8),core_identity(1.8); contact_info(1.6); family_info(1.8)
Pt2Line6_DateofSignature[0],"Part 2. Applicant's Statement, Contact Information, Certification, and Signature. Applicant's Signature. NOTE: Do not sign or date Form I-6 93 until instructed to do so by the civil surgeon at the beginning of the immigration medical examination provided Parts 1 through 5 are completed. You must sign and date your form. Every form MUST contain the signature of the applicant (or parent or legal guardian, if applicable). A stamped or typewritten name in place of a signature is not acceptable. 4. Enter Date of Signature. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateofSignature,False,2.0,Part 2,2,Line 6,,DateofSignature,0,biographical(1.8); medical(1.8); immigration(1.8); office(2.0),applicant(2.0); family(1.8),core_identity(1.8); contact_info(1.6); family_info(1.8)
Pt3Line1_InterpreterFamilyName[0],"Part 3. Interpreter's Contact Information, Certification, and Signature. If you used anyone as an interpreter to read the Instructions and questions on this form to you in a language in which you are fluent, the interpreter must fill out this section. Interpreter's Full Name. 1. Enter Interpreter's Family Name (Last Name).",InterpreterFamilyName,False,2.0,Part 3,3,Line 1,,InterpreterFamilyName,0,biographical(1.8); office(2.0),applicant(2.0); preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt3Line1_InterpreterGivenName[0],"Part 3. Interpreter's Contact Information, Certification, and Signature. Interpreter's Full Name. 1. Enter Interpreter's Given Name (First Name).",InterpreterGivenName,False,2.0,Part 3,3,Line 1,,InterpreterGivenName,0,biographical(1.8); office(2.0),preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt3Line2_NameofBusinessorOrgName[0],"Part 3. Interpreter's Contact Information, Certification, and Signature. Interpreter's Full Name. 2. Enter Interpreter's Business or Organization Name.",NameofBusinessorOrgName,False,2.0,Part 3,3,Line 2,,NameofBusinessorOrgName,0,biographical(1.8); office(2.0),preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt3Line4_DaytimePhone[0],"Part 3. Interpreter's Contact Information, Certification, and Signature. Interpreter's Contact Information. 3. Enter Interpreter's Daytime Telephone Number.",DaytimePhone,False,2.0,Part 3,3,Line 4,,DaytimePhone,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt3Line5_MobilePhone[0],"Part 3. Interpreter's Contact Information, Certification, and Signature. Interpreter's Contact Information. 4. Enter Interpreter's Mobile Telephone Number, if any.",MobilePhone,False,2.0,Part 3,3,Line 5,,MobilePhone,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt3Line6_EmailAddress[0],"Part 3. Interpreter's Contact Information, Certification, and Signature. Interpreter's Contact Information. 5. Enter Interpreter's Email Address, if any.",EmailAddress,False,2.0,Part 3,3,Line 6,,EmailAddress,0,biographical(1.8); office(2.0),preparer(1.5),contact_info(1.6)
Pt3Line7_DateofSignature[0],"Part 3. Interpreter's Contact Information, Certification, and Signature. Interpreter's Signature. 6. Enter Date of Signature. Enter as 2 digit month, 2 digit day and 4 digit year.",DateofSignature,False,2.0,Part 3,3,Line 7,,DateofSignature,0,office(2.0),preparer(1.5),contact_info(1.6)
Pt3Line7_Signature[0],"Part 3. Interpreter's Contact Information, Certification, and Signature. Interpreter's Signature. 6. Interpreter's Signature. This is a read only field.",Signature,False,2.0,Part 3,3,Line 7,,Signature,0,office(2.0),preparer(1.5),contact_info(1.6)
Pt3Line_NameOfLanguage[0],"Part 3. Interpreter's Contact Information, Certification, and Signature. Interpreter's Certification. I certify, under penalty of perjury, that I am fluent in English and another language, and I have interpreted every question on the application and Instructions and interpreted the applicant's answers to the questions in that language, and the applicant informed me that they understood every instruction, question, and answer on the application. Enter Language.",Pt3Line_NameOfLanguage,False,2.0,Part 3,3,,,Pt3Line_NameOfLanguage,0,office(2.0),applicant(2.0); preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt4Line1_PreparerFamilyName[0],"Part 4. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Provide the following information about the preparer. If the same individual acted as your interpreter and your preparer, that person should complete both Part 3. and Part 4. Preparer's Full Name. 1. Enter Preparer's Family Name (Last Name).",PreparerFamilyName,False,2.0,Part 4,4,Line 1,,PreparerFamilyName,0,biographical(1.8); office(2.0),applicant(2.0); preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt4Line1_PreparerGivenName[0],"Part 4. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Full Name. 1. Enter Preparer's Given Name (First Name).",PreparerGivenName,False,2.0,Part 4,4,Line 1,,PreparerGivenName,0,biographical(1.8); office(2.0),applicant(2.0); preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt4Line2_PreparerNameofBusinessorOrgName[0],"Part 4. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Full Name. If the person who completed this application is associated with a business or organization, that person should complete the business or organization name and address information. 2. Enter Preparer's Business or Organization Name.",PreparerNameofBusinessorOrgName,False,2.0,Part 4,4,Line 2,,PreparerNameofBusinessorOrgName,0,biographical(1.8); office(2.0),applicant(2.0); preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt4Line3_DaytimePhone[0],"Part 4. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Contact Information. 3. Enter Preparer's Daytime Telephone Number.",DaytimePhone,False,2.0,Part 4,4,Line 3,,DaytimePhone,0,biographical(1.8); office(2.0),applicant(2.0); preparer(1.5),contact_info(1.6)
Pt4Line4_MobilePhone[0],"Part 4. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Contact Information. 4. Enter Preparer's Mobile Telephone Number, if any.",MobilePhone,False,2.0,Part 4,4,Line 4,,MobilePhone,0,biographical(1.8); office(2.0),applicant(2.0); preparer(1.5),contact_info(1.6)
Pt4Line5_EmailAddress[0],"Part 4. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Contact Information. 5. Enter Preparer's Email Address, if any.",EmailAddress,False,2.0,Part 4,4,Line 5,,EmailAddress,0,biographical(1.8); office(2.0),applicant(2.0); preparer(1.5),contact_info(1.6)
Pt4Line8_DateofSignature[0],"Part 4. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Signature. 6. Enter Date of Signature. Enter as 2 digit month, 2 digit day and 4 digit year.",DateofSignature,False,2.0,Part 4,4,Line 8,,DateofSignature,0,office(2.0),applicant(2.0); preparer(1.5),contact_info(1.6)
Pt4Line8_Signature[0],"Part 4. Contact Information, Declaration, and Signature of the Person Preparing this Application, if Other Than the Applicant. Preparer's Signature. Anyone who helped you complete this form MUST sign and date the form. A stamped or typewritten name in place of a signature is not acceptable. 6. Preparer's Signature. This is a read only field.",Signature,False,2.0,Part 4,4,Line 8,,Signature,0,biographical(1.8); office(2.0),applicant(2.0); preparer(1.5),core_identity(1.8); contact_info(1.6)
Pt5Line1_ApplicantFormOfID[0],"Part 5. Applicant's Identification Information. Please complete the following about the applicant: 1. Enter Form of identification presented by applicant (for example, passport or driver's license)",ApplicantFormOfID,False,1.8,Part 5,5,Line 1,,ApplicantFormOfID,0,immigration(1.8),applicant(2.0),unknown(0.0)
Pt5Line2_IDNumber[0],Part 5. Applicant's Identification Information. Please complete the following about the applicant: 2. Enter Document Identification Number,IDNumber,False,0.0,Part 5,5,Line 2,,IDNumber,0,unknown(0.0),applicant(2.0),unknown(0.0)
Pt6Line1_OverallFinding[0],Part 6. Summary of Medical Examination (To be completed by the civil surgeon). 1. Summary of Overall Findings. B. Select Class B Conditions (See Item Numbers 1. through 4. in Part 8. Civil Surgeon Worksheet).,OverallFinding,False,1.8,Part 6,6,Line 1,,OverallFinding,0,medical(1.8); employment(1.8),unknown(0.0),unknown(0.0)
Pt6Line1_OverallFinding[1],Part 6. Summary of Medical Examination (To be completed by the civil surgeon). 1. Summary of Overall Findings. A. Select No Class A. or Class B Condition.,OverallFinding,False,1.8,Part 6,6,Line 1,,OverallFinding,1,medical(1.8),unknown(0.0),unknown(0.0)
Pt6Line1_OverallFinding[2],Part 6. Summary of Medical Examination (To be completed by the civil surgeon). 1. Summary of Overall Findings. C. Select Class A. Conditions (See Item Numbers 1. through 3. in Part 8. Civil Surgeon Worksheet).,OverallFinding,False,1.8,Part 6,6,Line 1,,OverallFinding,2,medical(1.8); employment(1.8),unknown(0.0),unknown(0.0)
Pt6Line2_DateoExam[0],"Part 6. Summary of Medical Examination (To be completed by the civil surgeon). 2. Enter Date of First Examination (Date applicant signed in Part 2). Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateoExam,False,1.8,Part 6,6,Line 2,,DateoExam,0,medical(1.8),applicant(2.0),unknown(0.0)
Pt6Line3_DateofExam1[0],"Part 6. Summary of Medical Examination (To be completed by the civil surgeon). 3. Dates of Follow-up Examinations, if required. Enter Date of Examination One. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateofExam1,False,1.8,Part 6,6,Line 3,,DateofExam1,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt6Line3_DateofExam2[0],"Part 6. Summary of Medical Examination (To be completed by the civil surgeon). 3. Dates of Follow-up Examinations, if required. Enter Date of Examination Two. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateofExam2,False,1.8,Part 6,6,Line 3,,DateofExam2,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt6Line3_DateofExam3[0],"Part 6. Summary of Medical Examination (To be completed by the civil surgeon). 3. Dates of Follow-up Examinations, if required. Enter Date of Examination Three. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",DateofExam3,False,1.8,Part 6,6,Line 3,,DateofExam3,0,medical(1.8),unknown(0.0),unknown(0.0)
Pt7Line1B1b_DateScreeningRun[0],"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). (5). Sputum Smears and Cultures Results. Sputum Smear Results Table. Row 1. Enter Date when Specimen was Obtained. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",Pt7Line1B1b_DateScreeningRun,False,1.8,Part 7,7,,,Pt7Line1B1b_DateScreeningRun,0,medical(1.8); employment(1.8),unknown(0.0),unknown(0.0)
Pt7Line1B1b_DateScreeningRun[10],"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Smear Results Table. Row 2. Enter Date when Culture Result was Reported. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",Pt7Line1B1b_DateScreeningRun,False,1.8,Part 7,7,,,Pt7Line1B1b_DateScreeningRun,10,medical(1.8); employment(1.8),unknown(0.0),unknown(0.0)
Pt7Line1B1b_DateScreeningRun[11],"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). 5. Sputum Smears and Cultures Results. Sputum Smear Results Table. Row 3. Enter Date when Culture Result was Reported. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",Pt7Line1B1b_DateScreeningRun,False,1.8,Part 7,7,,,Pt7Line1B1b_DateScreeningRun,11,medical(1.8); employment(1.8),unknown(0.0),unknown(0.0)
Pt7Line1B1b_DateScreeningRun[1],"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). (5). Sputum Smears and Cultures Results. Sputum Smear Results Table. Row 2. Enter Date when Specimen was Obtained. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",Pt7Line1B1b_DateScreeningRun,False,1.8,Part 7,7,,,Pt7Line1B1b_DateScreeningRun,1,medical(1.8); employment(1.8),unknown(0.0),unknown(0.0)
Pt7Line1B1b_DateScreeningRun[2],"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). (5). Sputum Smears and Cultures Results. Sputum Smear Results Table. Row 3. Enter Date when Specimen was Obtained. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",Pt7Line1B1b_DateScreeningRun,False,1.8,Part 7,7,,,Pt7Line1B1b_DateScreeningRun,2,medical(1.8); employment(1.8),unknown(0.0),unknown(0.0)
Pt7Line1B1b_DateScreeningRun[3],"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). (5) Sputum Smears and Cultures Result. Sputum Smears Result Table. Row 1. Enter Date when Smear Result was Reported. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",Pt7Line1B1b_DateScreeningRun,False,1.8,Part 7,7,,,Pt7Line1B1b_DateScreeningRun,3,medical(1.8); employment(1.8),unknown(0.0),unknown(0.0)
Pt7Line1B1b_DateScreeningRun[4],"Part 8. Civil Surgeon Worksheet. 1. Communicable Disease of Public Health Significance. A. Tuberculosis (T B). (5) Sputum Smears and Cultures Result. Sputum Smears Result Table. Row 2. Enter Date when Smear Result was Reported. Enter as 2-digit Month, 2-digit Day, and 4-digit Year.",Pt7Line1B1b_DateScreeningRun,False,1.8,Part 7,7,,,Pt7Line1B1b_DateScreeningRun,4,medical(1.8); employment(1.8),unknown(0.0),unknown(0.0)
